Name,Price,Link,Amenities,Long Term,Minimum Stay,City,Neighborhood,Location,Floor,Square Area,Bedrooms,Bathrooms,Security,Pool,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Updated,Latitude,Longitude,Address,Province,Region,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station
Studio Unit Fully Furnished @ Trees Residences for Rent,13000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-unit-fully-furnished--trees-residences-for-rent/db3d8e7d45&cl=1,24/7 Security; Function Rooms; Swimming pool,"13,000 /Month",6 Months,Quezon City,Novaliches,Trees Residences,6,18.15,0,1,1,1,,,,,Fully Furnished,8-Sep-25,14.7090139,121.0356568,"P25P+J73, Quirino Hwy, BRGY, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,4.2,85,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
3 Bedroom House Unfurnished For Rent in Loyola Grand Villas,170000,https://rentpad.com.ph/long-term-rentals/quezon-city/3-bedroom-house-unfurnished-for-rent-in-loyola-grand-villas/927a0c2624&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"170,000 /Month",1 Year,Quezon City,,,,400,3,3,1,1,1,1,1,,Unfurnished,29-Aug-25,14.6519896,121.0859165,"Loyola Grand Villas, 41 Katipunan Ext, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
1 Bedroom Furnished for Rent in Ilustrata Residences,27500,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-ilustrata-residences/639de7c654&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"27,500 /Month",1 Year,Quezon City,New Manila,Ilustrata Residences,,49,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.609861,121.0464349,"Ilustrata Residences, 39 Col. ボニー・セラーノ・アベニュー Quezon City, 1111 Metro Manila, Philippines",,Metro Manila,4.2,39,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
Fully Furnished 1BR for Rent in Olympic Heights Quezon City,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1br-for-rent-in-olympic-heights-quezon-city/584ba5cf19&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"23,000 /Month",1 Year,Quezon City,Eastwood City,Olympic Heights,,54,1,1,1,1,1,,,,Fully Furnished,29-Aug-25,14.659502,121.02806,"Misamis St Bago Bantay, Sto Cristo, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 Bedroom Furnished For Rent in One Central Park,27000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-one-central-park/ba47b77250&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"27,000 /Month",1 Year,Quezon City,Eastwood City,One Central Park Eastwood City,,43,1,1,1,1,1,,,,Fully Furnished,10-Aug-25,14.6108772,121.0794294,"15 Orchard Rd, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,3.6,20,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
1 Bedroom Furnished for Rent in Circulo Verde,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-circulo-verde/6e42b6521&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"28,000 /Month",1 Year,Quezon City,Libis,Circulo Verde,,36,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6036356,121.0865211,"70 Calle Industria, Bagumbayan, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.3,375,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
Fully Furnished 4 Bedroom Unit at Eastwood Grand Palazzo,85000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-4-bedroom-unit-at-eastwood-grand-palazzo/cd153bca61&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"85,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Grand Palazzo,,108,4,3,1,1,1,,,,Fully Furnished,10-Aug-25,14.6096463,121.0796001,"J35H+VR5, Eulogio Rodriguez Jr. Ave, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.6,1872,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Studio Furnished for Rent at Torre Lorenzo Loyola,26000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-at-torre-lorenzo-loyola/a5af22af64&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"26,000 /Month",1 Year,Quezon City,Loyola Heights,Torre Lorenzo Loyola,,26,0,1,1,1,1,,,,Fully Furnished,29-Aug-25,14.6365021,121.0736909,"91 Rosa Alvero, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,4.5,17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1 Bedroom Furnished For Rent in Eastwood Le Grand 1,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-eastwood-le-grand-1/7a4a09f073&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"22,000 /Month",1 Year,Bagumbayan,Eastwood City,Eastwood Le Grand,,36,1,1,1,1,1,,,,Fully Furnished,29-Aug-25,14.6081522,121.0817395,"Union, Bagumbayan, 1110 Metro Manila, Philippines",,Metro Manila,4.5,84,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Semi Furnished Studio Unit at MPlace South Triangle for Rent,15000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-unit-at-mplace-south-triangle-for-rent/25f4a88830&cl=1,Concierge; Jogging Trail; 24/7 Security; Function Rooms; Swimming pool,"15,000 /Month",6 Months,Quezon City,Timog and South Triangle,MPlace South Triangle,25,22,0,1,1,1,,,,,Semi Furnished,8-Sep-25,14.639805,121.0330963,"120 Brgy, 1103 Panay Ave, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,4.1,254,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 Bedroom Furnished for Rent in Eastwood Global Plaza,55000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-eastwood-global-plaza/29e1bf6558&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"55,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Global Plaza Luxury Residence,,55,1,1,1,1,1,,,,Fully Furnished,11-Aug-25,14.6074846,121.0815122,"Eastwood City, Eastwood Palm Tree Avenue, Bagumbayan, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.1,36,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 Bedroom Furnished for Rent in Infina Towers,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-infina-towers/356785a689&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"23,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,12,26,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1 Bedroom Furnished for Rent in Primehome Capitol Hills,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-primehome-capitol-hills/7e6cdaa848&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"25,000 /Month",1 Year,Quezon City,Commonwealth Area,Primehomes Capitol Hills,,31.5,1,1,1,1,1,,1,,Fully Furnished,20-Aug-25,14.6655605,121.0772929,"Capitol Hills Dr, Quezon City, Metro Manila, Philippines",,Metro Manila,4.6,72,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
fully furnished 3 bedroom unit,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-3-bedroom-unit/cf9af3bc95&cl=1,Concierge; Gym; 24/7 Security; Function Rooms; Swimming pool; Balcony,"35,000 /Month",3 Nights,Quezon City,Timog and South Triangle,Victoria Station 1,8,35,3,1,1,1,,,1,,Fully Furnished,8-Sep-25,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1 Bedroom Unit at Eastwood Le Grand for Rent,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-eastwood-le-grand-for-rent/42be338f30&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"35,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,42,1,1,1,1,1,1,,,Fully Furnished,20-Aug-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 Bedroom Furnished for Rent in Eastwood Le Grand Tower 3,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-eastwood-le-grand-tower-3/18e94c103&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"35,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,46,1,1,1,1,1,,,,Fully Furnished,10-Aug-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 Bedroom Furnished for Rent in Vista 309 Katipunan,27000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-vista-309-katipunan/c5003b0b92&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"27,000 /Month",1 Year,Quezon City,Loyola Heights,Vista 309 Katipunan,,30,1,1,1,1,1,,1,,Fully Furnished,20-Aug-25,14.6383382,121.0742969,"309 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,3.9,87,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
Studio Furnished for Rent at Le Grand 3,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-at-le-grand-3/95be21f559&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"23,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,30,0,1,1,1,1,,,,Fully Furnished,12-Aug-25,14.607967,121.0811371,"Palm Tree Avenue, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.6,194,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
For Lease Fully Furnished 2 Bedroom in Le Grand Tower,45000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-lease-fully-furnished-2-bedroom-in-le-grand-tower/24759c4d43&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"45,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,34,74,2,2,1,1,1,,,,Fully Furnished,9-Sep-25,14.6091524,121.0797254,"Le Grand Tower, 2 Eastwood Ave, Manila, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Studio Furnished for Rent in Avida Towers Vita,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-in-avida-towers-vita/3d5ec79795&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"18,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,,23,0,1,1,1,1,,,,Fully Furnished,29-Aug-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
1 Bedroom Unit at Eastwood Global Plaza Luxury Residence,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-unit-at-eastwood-global-plaza-luxury-residence/31f7464d32&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"35,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Global Plaza Luxury Residence,37,39.5,1,1,1,1,1,,,,Unfurnished,12-Aug-25,14.6074846,121.0815122,"Eastwood City, Eastwood Palm Tree Avenue, Bagumbayan, Quezon City, 1109 Metro Manila, Philippines",,Metro Manila,4.1,36,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Studio Furnished for Rent in Avida Towers Sola,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-in-avida-towers-sola/94ef594876&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"16,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,,22,0,1,1,1,1,,,,Fully Furnished,29-Aug-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2 Bedroom Loft Fully Furnished at Eastwood Condo for Rent,75000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-loft-fully-furnished-at-eastwood-condo-for-rent/0295f6fa33&cl=1,,"75,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,102,2,3,,,,,,,Fully Furnished,8-Sep-25,14.6093561,121.080036,"Eastwood Park Residences, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,3.9,10,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Unfurnished 4 Bedroom House for Rent in Project 4,75000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-4-bedroom-house-for-rent-in-project-4/165379c032&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"75,000 /Month",1 Year,Quezon City,,,,250,4,3,1,1,1,1,1,,Unfurnished,29-Aug-25,14.6207765,121.070773,"Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 1 Bedroom for Rent in Circulo Verde Pasig,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-for-rent-in-circulo-verde-pasig/757c61c868&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"35,000 /Month",1 Year,Quezon City,Libis,Circulo Verde,,45,1,1,1,1,1,,1,,Fully Furnished,10-Aug-25,14.6036356,121.0865211,"70 Calle Industria, Bagumbayan, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.3,375,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0
1 Bedroom Furnished Unit for Rent in the Arton by Rockwell,52000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-unit-for-rent-in-the-arton-by-rockwell/8ccbf75e21&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"52,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,5,47,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fully Furnished 2BR for Rent with Parking at One Castilla Place,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2br-for-rent-with-parking-at-one-castilla-place/8f608b9f80&cl=1,Gym; 24/7 Security; Function Rooms; Swimming pool; Parking,"40,000 /Month",1 Year,Quezon City,New Manila,One Castilla Place,29,64,2,2,1,1,,1,,,Fully Furnished,10-Sep-25,14.6107327,121.0348987,"1 Dos Castillas Ext, Valencia, Quezon City, 1112 Metro Manila, Philippines",,Metro Manila,4.6,243,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Unfurnished 1 Bedroom Unit at Eastwood LeGrande Tower for Rent,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-1-bedroom-unit-at-eastwood-legrande-tower-for-rent/4d38e5075&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"20,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood LeGrande Tower,25,36,1,1,1,1,1,1,,1,Unfurnished,9-Sep-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Fully Furnished 1BR for Rent in Eastwood Excelsior Libis,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1br-for-rent-in-eastwood-excelsior-libis/80bc6b914&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"25,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Excelsior,,37,1,1,1,1,1,,,,Fully Furnished,12-Aug-25,14.659502,121.02806,"Misamis St Bago Bantay, Sto Cristo, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Studio Furnished for Rent in Blue Residences,27000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-in-blue-residences/08e4f21f77&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"27,000 /Month",1 Year,Quezon City,Loyola Heights,Blue Residences,29,25,0,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6328075,121.0747453,"41 Katipunan Ave, Quezon City, 1108 Metro Manila, Philippines",,Metro Manila,4.3,396,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1 Bedroom Furnished for Rent in Infina Towers,21500,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-infina-towers/698d28ee73&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"21,500 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,14,30,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Semi Furnished 3BR for Rent in Victoria Station 1,24000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-3br-for-rent-in-victoria-station-1/1172115d63&cl=1,Concierge; 24/7 Security; Balcony,"24,000 /Month",1 Year,Quezon City,Timog and South Triangle,Victoria Station 1,18,42.35,3,1,1,,,,1,,Semi Furnished,8-Sep-25,14.6350307,121.0430784,"793 Epifanio de los Santos Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines",,Metro Manila,3.7,107,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1 Bedroom Loft Furnished for Rent in Eastwood Le Grand 2,50000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-loft-furnished-for-rent-in-eastwood-le-grand-2/033c93b451&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"50,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,62,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Studio Furnished for Rent at Eastwood Le Grand 3,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/studio-furnished-for-rent-at-eastwood-le-grand-3/aad8ff6e2&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"25,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,32,0,1,1,1,1,,,,Fully Furnished,12-Aug-25,14.607967,121.0811371,"Palm Tree Avenue, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.6,194,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
With Internet Laundry Washer 1-Bedroom Avida Vita EDSA,32000,https://rentpad.com.ph/long-term-rentals/quezon-city/with-internet-laundry-washer-1bedroom-avida-vita-edsa/a5b8807213&cl=1,Concierge; Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Swimming pool,"32,000 /Month",6 Months,Quezon City,North Avenue Area,Avida Towers Vita,10,35.42,1,1,1,1,,,,,Fully Furnished,8-Sep-25,14.6469107,121.0364329,"Avida Tower - Vita Tower 1, Quezon Avenue, Epifanio de los Santos Ave, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,3,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
1 Bedroom Furnished for Rent in Eastwood Parkview Tower 1,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-eastwood-parkview-tower-1/7ac9a6d576&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"25,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Parkview,,36,1,1,1,1,1,,,,Fully Furnished,20-Aug-25,14.61085,121.0801086,"East Cyber, 15 Orchard Rd, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.1,43,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
1 Bedroom Furnished for Rent in Infina Towers,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-furnished-for-rent-in-infina-towers/aa5edd4d68&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"22,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,,36,1,1,1,1,1,,1,,Fully Furnished,20-Aug-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1 Bedroom Semi Furnished For Rent in Avida Towers Sola,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-semi-furnished-for-rent-in-avida-towers-sola/a5698cf870&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"22,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,,36,1,1,1,1,1,,,,Semi Furnished,20-Aug-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
